,pfaf_id,name,name_1,CentroidX,CentroidY,Admin1_count,Admin1_names,area_km2,rfr_score,cfr_score,Alert_level,Days_until_peak,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_Score,PeakArrivalScore,TwoYScore,FiveYScore,TwtyYScore,Sum_Score_x,GFMS_TotalArea_km,GFMS_perc_Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration,GFMS_area_score,GFMS_perc_area_score,MeanD_Score,MaxD_Score,Duration_Score,Sum_Score_y,MOM_Score,Hazard_Score,Scaled_Riverine_Risk,Scaled_Coastal_Risk,Flag,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area,DFO_area_1day_score,DFO_percarea_1day_score,DFO_area_2day_score,DFO_percarea_2day_score,DFO_area_3day_score,DFO_percarea_3day_score,DFOTotal_Score,onedayFlood_Area_km,onedayperc_Area,fivedayFlood_Area_km,fivedayperc_Area,VIIRS_area_1day_score,VIIRS_percarea_1day_score,VIIRS_area_5day_score,VIIRS_percarea_5day_score,VIIRSTotal_Score,Severity,Alert,Status
0,213060,Macedonia,Veles,21.76112493,41.64655281,78.0,"Gevgelija, Kumanovo, Zajas, Saraj, Sopište, Gostivar, Dolneni, Rankovce, Bitola, Želino, Gjorce Petrov, Bogdanci, Rosoman, Vraneštica, Studenicani, Strumitsa, Valandovo, Kocani, Lozovo, Vrapcište, Bogovinje, Caška, Makedonski Brod, Cešinovo-Obleševo, Kavadartsi, Delcevo, Probištip, Štip, Star Dojran, Negotino, Sveti Nikole, Kisela Voda, Karbinci, Radoviš, Tearce, Zrnovci, Butel, Berovo, Cucer Sandevo, Brvenica, Vinitsa, Aracinovo, Oslomej, Kriva Palanka, Krivogaštani, Cair, Vasilevo, Gradsko, Centar, Ilinden, Demir Hisar, Lipkovo, Aerodrom, Mavrovo and Rostuša, Tetovo, Novatsi, Kratovo, Resen, Pehcevo, Demir Kapija, Petrovec, Kruševo, Mogila, Karpoš, Jegunovtse, Plasnica, Konce, Debar, Šuto Orizari, Drugovo, Zelenikovo, Staro Nagoricane, Debarca, Kicevo, Makedonska Kamenica, Gazi Baba, Prilep, Veles",24578.96091,2.65697197,0.092773619,,,,,,,,,,,,,,,,,,,,,,,,1.128669018530992,53.1394394,1.85547238,,14.312,0.058,14.312,0.058,8.125,0.033,8.375,0.034,0.14312,0.058,0.121875,0.0495,0.209375,0.085,0.66687,0.0,0.0,22.921875,0.0932581124374263,0.0,0.0,0.802265625,0.326403393530992,1.128669018530992,9.721825314168218e-05,Information,Continued
1,213060,Kosovo,Uroševac,21.11842172,42.23194993,2.0,"Uroševac, Gnjilane",24578.96091,2.65697197,0.092773619,,,,,,,,,,,,,,,,,,,,,,,,1.128669018530992,53.1394394,1.85547238,,14.312,0.058,14.312,0.058,8.125,0.033,8.375,0.034,0.14312,0.058,0.121875,0.0495,0.209375,0.085,0.66687,0.0,0.0,22.921875,0.0932581124374263,0.0,0.0,0.802265625,0.326403393530992,1.128669018530992,9.721825314168218e-05,Information,Continued
2,213060,Greece,Macedonia and Thrace,22.29531839,40.92371718,2.0,"Epirus and Western Macedonia, Macedonia and Thrace",24578.96091,2.65697197,0.092773619,,,,,,,,,,,,,,,,,,,,,,,,1.128669018530992,53.1394394,1.85547238,,14.312,0.058,14.312,0.058,8.125,0.033,8.375,0.034,0.14312,0.058,0.121875,0.0495,0.209375,0.085,0.66687,0.0,0.0,22.921875,0.0932581124374263,0.0,0.0,0.802265625,0.326403393530992,1.128669018530992,9.721825314168218e-05,Information,Continued
3,213060,Bulgaria,Delcevo,22.75028806,41.98827523,2.0,"Kyustendil, Blagoevgrad",24578.96091,2.65697197,0.092773619,,,,,,,,,,,,,,,,,,,,,,,,1.128669018530992,53.1394394,1.85547238,,14.312,0.058,14.312,0.058,8.125,0.033,8.375,0.034,0.14312,0.058,0.121875,0.0495,0.209375,0.085,0.66687,0.0,0.0,22.921875,0.0932581124374263,0.0,0.0,0.802265625,0.326403393530992,1.128669018530992,9.721825314168218e-05,Information,Continued
4,213060,Serbia,Pcinjski,22.03634363,42.35806981,1.0,Pcinjski,24578.96091,2.65697197,0.092773619,,,,,,,,,,,,,,,,,,,,,,,,1.128669018530992,53.1394394,1.85547238,,14.312,0.058,14.312,0.058,8.125,0.033,8.375,0.034,0.14312,0.058,0.121875,0.0495,0.209375,0.085,0.66687,0.0,0.0,22.921875,0.0932581124374263,0.0,0.0,0.802265625,0.326403393530992,1.128669018530992,9.721825314168218e-05,Information,Continued
5,765000,Puerto Rico,Orocovis,-66.46821767,18.22204718,78.0,"Sabana Grande, San Germán, Comerío, Las Marías, Vieques, Dorado, Vega Baja, Peñuelas, Gurabo, Arroyo, Utuado, Maricao, Naguabo, Coamo, Isabela, Culebra, Corozal, Vega Alta, Aguadilla, Carolina, San Juan, Ponce, Aibonito, Aguas Buenas, Aguada, Loíza, Guayanilla, Salinas, Hormigueros, Toa Baja, Rincón, Patillas, Barranquitas, Juana Díaz, Trujillo Alto, Bayamón, Florida, Naranjito, Jayuya, Humacao, Las Piedras, Morovis, Manatí, Hatillo, Cidra, Cabo Rojo, Yabucoa, San Sebastián, Cataño, Guayama, Lares, Luquillo, Quebradillas, Lajas, San Lorenzo, Mayagüez, Añasco, Fajardo, Guánica, Río Grande, Yauco, Caguas, Orocovis, Canóvanas, Guaynabo, Juncos, Barceloneta, Santa Isabel, Toa Alta, Maunabo, Ciales, Cayey, Moca, Villalba, Arecibo, Ceiba, Camuy, Adjuntas",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
6,765000,Saint Kitts and Nevis, ,-62.70139604,17.27181065,14.0,"Saint John Capisterre, Saint Thomas Middle Island, Saint John Figtree, Saint George Basseterre, Saint George Gingerland, Trinity Palmetto Point, Saint Thomas Lowland, Saint Paul Charlestown, Saint James Windward, Saint Anne Sandy Point, Saint Mary Cayon, Saint Paul Capisterre, Christ Church Nichola Town, Saint Peter Basseterre",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
7,765000,Dominica,Saint Joseph,-61.34997262,15.43455011,10.0,"Saint Peter, Saint David, Saint Patrick, Saint Joseph, Saint George, Saint Mark, Saint Andrew, Saint Luke, Saint John, Saint Paul",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
8,765000,Antigua and Barbuda,Barbuda,-61.79835114,17.27105944,8.0,"Saint George, Saint Philip, Saint John, Redonda, Saint Paul, Saint Peter, Barbuda, Saint Mary",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
9,765000,British Virgin Islands,Tortola,-64.5175855,18.50361801,5.0,"Anegada, Virgin Gorda, Other Islands, Jost Van Dyke, Tortola",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
10,765000,"Virgin Islands, U.S.",Saint Croix,-64.80251631,17.97093087,3.0,"Saint Croix, Saint John, Saint Thomas",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
11,765000,Montserrat,Saint Georges,-62.18965053,16.73941356,3.0,"Saint Georges, Saint Peter, Saint Anthon",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
12,765000,"Bonaire, Sint Eustatius and Saba",Sint Eustatius,-63.07465637,17.54374187,2.0,"Sint Eustatius, Saba",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
13,765000,Guadeloupe,Pointe-à-Pitre,-61.53933473,16.19770274,2.0,"Pointe-à-Pitre, Basse-Terre",13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
14,765000,Sint Maarten, ,-63.06239702,18.03829042,1.0, ,13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
15,765000,Saint-Barthélemy, ,-62.8329339,17.90580072,1.0, ,13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
16,765000,Saint-Martin,Sint Eustatius,-63.06054222,18.07938628,,,13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
17,765000,Anguilla, ,-63.0575481,18.22283005,,,13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
18,765000,Venezuela,Dependencias Federales,-63.61803437,15.66802895,,,13818.53747,1.603680638,0.190338852,,,,,,,,,,,,,,,,,,,,,,,,14.875503318873754,32.07361276,3.80677704,,151.75,1.098,115.188,0.834,5.688,0.041,0.875,0.006,1.15188,0.834,0.08532,0.0615,0.021875,0.015,2.169575,181.265625,1.3117569450510458,168.890625,1.2222033289420529,2.718984375,1.967635417576569,5.911171875,4.277711651297185,14.875503318873754,0.0644179064418858,Information,Continued
19,761000,Bahamas,Black Point,-76.64512835,24.25758417,33.0," , New Providence, North Abaco, West Grand Bahama, Central Eleuthera, East Grand Bahama, Exuma, Harbour Island, Central Andros, Spanish Wells, Berry Islands, Acklins, North Andros, Crooked Island, Mangrove Cay, Cat Island, Long Island, Moore's Island, San Salvador, Hope Town, Ragged Island, Inagua, North Eleuthera, City of Freeport, Central Abaco, South Eleuthera, South Andros, South Abaco, Grand Cay, Rum Cay, Mayaguana, Black Point, Biminis",,,,,,,,,,,,,,,,,,,,,,,,,,,51.93271396524382,,,,17.062,0.1,16.75,0.098,35.375,0.208,5.938,0.035,0.1675,0.098,0.530625,0.312,0.14845,0.0875,1.344075,251.71875,1.4772933352434876,827.15625,4.854435417822455,3.77578125,2.2159400028652314,28.95046875,16.990523962378592,51.93271396524382,,Advisory,Continued
20,761000,Turks and Caicos Islands,Middle Caicos,-71.82466006,21.75854439,6.0,"Salt Cay, Grand Turk, Middle Caicos, Providenciales and West Caicos, South Caicos and East Caicos, North Caicos",,,,,,,,,,,,,,,,,,,,,,,,,,,51.93271396524382,,,,17.062,0.1,16.75,0.098,35.375,0.208,5.938,0.035,0.1675,0.098,0.530625,0.312,0.14845,0.0875,1.344075,251.71875,1.4772933352434876,827.15625,4.854435417822455,3.77578125,2.2159400028652314,28.95046875,16.990523962378592,51.93271396524382,,Advisory,Continued
21,761000,United States,Florida,-79.7246038,26.229461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.93271396524382,,,,17.062,0.1,16.75,0.098,35.375,0.208,5.938,0.035,0.1675,0.098,0.530625,0.312,0.14845,0.0875,1.344075,251.71875,1.4772933352434876,827.15625,4.854435417822455,3.77578125,2.2159400028652314,28.95046875,16.990523962378592,51.93271396524382,,Advisory,Continued
22,764001,Dominican Republic,Monseñor Nouel,-70.49287128,18.89574072,32.0,"Santiago, Baoruco, San José de Ocoa, Distrito Nacional, Barahona, Azua, Dajabón, Elías Piña, Samaná, Monte Cristi, Independencia, San Cristóbal, María Trinidad Sánchez, Santo Domingo, Puerto Plata, El Seibo, San Pedro de Macorís, Hato Mayor, Sánchez Ramírez, La Vega, Duarte, Santiago Rodríguez, Monte Plata, La Altagracia, San Juan, La Romana, Pedernales, Espaillat, Peravia, Monseñor Nouel, Valverde, Hermanas Mirabal",75733.43925,1.558532629,0.188021485,0.0,1.0,-9999.0,-9999.0,-9999.0,0.0,10.0,-999.9,-999.9,-999.9,-5983.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5983.000000000001,15.362960604639074,31.17065258,3.7604297,,80.812,0.107,58.625,0.077,18.438,0.024,8.625,0.011,0.58625,0.077,0.27657,0.036,0.215625,0.0274999999999999,1.2189450000000002,398.109375,0.5256718550705369,217.125,0.2866963420095051,5.971640625,0.7885077826058053,7.599375,1.0034371970332678,15.362960604639074,0.066849854369514,Information,Continued
23,764001,Haiti,Ouest,-72.67452389,18.93986909,10.0,"Nippes, Ouest, Sud, Nord-Ouest, Centre, Nord-Est, L'Artibonite, Grand'Anse, Sud-Est, Nord",75733.43925,1.558532629,0.188021485,0.0,1.0,-9999.0,-9999.0,-9999.0,0.0,10.0,-999.9,-999.9,-999.9,-5983.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5983.000000000001,15.362960604639074,31.17065258,3.7604297,,80.812,0.107,58.625,0.077,18.438,0.024,8.625,0.011,0.58625,0.077,0.27657,0.036,0.215625,0.0274999999999999,1.2189450000000002,398.109375,0.5256718550705369,217.125,0.2866963420095051,5.971640625,0.7885077826058053,7.599375,1.0034371970332678,15.362960604639074,0.066849854369514,Information,Continued
