pfaf_id,FID,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score,Resilience_Index, NormalizedLackofResilience ,FID_x,FID_y,Alert_level,Days_until_peak,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_Score,PeakArrivalScore,TwoYScore,FiveYScore,TwtyYScore,Sum_Score_x,GFMS_TotalArea_km,GFMS_perc_Area,GFMS_MeanDepth,GFMS_MaxDepth,GFMS_Duration,GFMS_area_score,GFMS_perc_area_score,MeanD_Score,MaxD_Score,Duration_Score,Sum_Score_y,MOM_Score,Hazard_Score,Scaled_Riverine_Risk,Scaled_Coastal_Risk,Flag,1-Day_TotalArea_km2,1-Day_perc_Area,1-Day_CS_TotalArea_km2,1-Day_CS_perc_Area,2-Day_TotalArea_km2,2-Day_perc_Area,3-Day_TotalArea_km2,3-Day_perc_Area,DFO_area_1day_score,DFO_percarea_1day_score,DFO_area_2day_score,DFO_percarea_2day_score,DFO_area_3day_score,DFO_percarea_3day_score,DFOTotal_Score,onedayFlood_Area_km,onedayperc_Area,fivedayFlood_Area_km,fivedayperc_Area,VIIRS_area_1day_score,VIIRS_percarea_1day_score,VIIRS_area_5day_score,VIIRS_percarea_5day_score,VIIRSTotal_Score,Totalpop,VIIRS_impactpop,VIIRS_impactpop_percent,Severity,Alert
111015,4.0,16672.32333,EGY,Egypt,Al Bahr al Ahmar,4.159506062,1.332958752,0.55,0.63,4.0,,,,,,,,,,,,,,,,,,,,,,,,,10.240696892124117,83.19012124,26.65917504,,8.75,0.052,6.5,0.039,0.25,0.001,0.188,0.001,0.065,0.039,0.00375,0.0015,0.0046999999999999,0.0025,0.11645,46.125,0.2766561029474318,163.125,0.9784179250579907,0.691875,0.4149841544211477,5.709375,3.424462737702968,10.240696892124117,292552,,,0.3100893630919485,Information
171000,3130.0,16410.89801,EGY,Egypt,Al Buhayrah,4.000368882,3.233220159,0.55,0.63,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,14.029267414415347,80.00737764,64.66440318,,0.0,0.0,0.0,0.0,2.188,0.013,4.062,0.025,0.0,0.0,0.03282,0.0195,0.10155,0.0625,0.21637,2.671875,0.0162811017299389,247.921875,1.5107148605201248,0.040078125,0.0244216525949083,8.677265625,5.287502011820437,14.029267414415347,10195868,,,0.3615878899595173,Advisory
172113,3134.0,18622.80589,EGY,Egypt,Asyut,3.470353853,0.0,0.55,0.63,3134.0,,,,,,,,,,,,,,,,,,,,,,,,,7.593982327092489,69.40707706,0.0,,7.625,0.041,6.438,0.035,0.438,0.002,0.062,0.0,0.0643799999999999,0.035,0.00657,0.003,0.00155,0.0,0.1105,21.9375,0.1177991121464147,131.765625,0.7075497953922477,0.3290625,0.176698668219622,4.611796875,2.476424283872867,7.593982327092489,9423649,,,0.0817475332056052,Information
172115,3136.0,12900.15886,EGY,Egypt,Suhaj,3.693633873,0.0,0.55,0.63,3136.0,,,,,,,,,,,,,,,,,,,,,,,,,6.85373676289864,73.87267746,0.0,,12.688,0.098,12.688,0.098,0.0,0.0,0.0,0.0,0.12688,0.098,0.0,0.0,0.0,0.0,0.22488,22.78125,0.1765966624802694,100.546875,0.7794235411937818,0.34171875,0.2648949937204041,3.519140625,2.727982394178236,6.85373676289864,3262549,,,0.0904176465914324,Information
172117,3138.0,37158.6911,EGY,Egypt,Aswan,4.012574421,0.0,0.55,0.63,3138.0,,,,,,,,,,,,,,,,,,,,,,,,,8.953811999608373,80.25148842,0.0,,33.062,0.089,29.438,0.079,0.562,0.002,0.25,0.001,0.29438,0.079,0.00843,0.003,0.00625,0.0025,0.3935599999999999,59.203125,0.1593251087472843,176.203125,0.4741908818535563,0.888046875,0.2389876631209264,6.167109375,1.659668086487447,8.953811999608373,5190727,,,0.2144723569248139,Information
172119,3140.0,19719.32651,EGY,Egypt,Aswan,4.230900174,0.0,0.55,0.63,3140.0,,,,,,,,,,,,,,,,,,,,,,,,,26.89496867773252,84.61800348,0.0,3.0,19.25,0.098,17.125,0.087,2.5,0.013,0.875,0.004,0.17125,0.087,0.0375,0.0195,0.021875,0.01,0.3471249999999999,98.015625,0.4970536135444888,467.859375,2.3725930735473666,1.470234375,0.7455804203167332,16.375078125,8.304075757415783,26.89496867773252,560460,21593.0,3.8527281161902724,0.7118309111353425,Watch
172131,3151.0,23966.5212,EGY,Egypt,Aswan,1.249617217,0.0,0.55,0.63,3151.0,,,,,,,,,,,,,,,,,,,,,,,,,46.5914976542694,24.99234434,0.0,,28.875,0.12,27.375,0.114,4.312,0.018,1.062,0.004,0.27375,0.114,0.06468,0.0269999999999999,0.02655,0.01,0.51598,266.203125,1.1107290990335568,825.1875,3.443084180205447,3.993046875,1.6660936485503353,28.8815625,12.050794630719064,46.5914976542694,8734,,,0.3169758825540683,Advisory
295105,5421.0,12364.99549,EGY,Egypt,Ash Sharqiyah,3.467266255,0.799726958,0.55,0.63,5421.0,,,,,,,,,,,,,,,,,,,,,,,,,33.229987763800466,69.3453251,15.99453916,,7.188,0.058,7.062,0.057,2.0,0.016,0.5,0.004,0.07062,0.057,0.03,0.024,0.0125,0.01,0.20412,184.640625,1.493252667973899,445.78125,3.605187324811319,2.769609375,2.2398790019608485,15.60234375,12.618155636839615,33.229987763800466,3236961,,,0.5321468232516371,Advisory
295106,5422.0,4896.160077,EGY,Egypt,Ash Sharqiyah,0.473630781,0.0,0.55,0.63,5422.0,,,,,,,,,,,,,,,,,,,,,,,,,7.433717811672235,9.47261562,0.0,,13.375,0.273,13.375,0.273,2.938,0.06,2.75,0.056,0.13375,0.273,0.04407,0.09,0.06875,0.14,0.7495700000000001,40.5,0.8271788372728652,52.453125,1.071311480217982,0.6075,1.2407682559092978,1.835859375,3.7495901807629366,7.433717811672235,139658,,,0.0062162190146682,Information
111070,22.0,11245.65671,SDN,Sudan,Red Sea,4.348485206,0.088554359,0.28,1.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,18.368650400098275,86.96970412,1.77108718,3.0,9.75,0.087,7.875,0.07,8.188,0.073,8.312,0.074,0.07875,0.07,0.12282,0.1094999999999999,0.2077999999999999,0.185,0.7738700000000001,126.140625,1.1216830483639215,223.734375,1.989518093586398,1.892109375,1.6825245725458822,7.830703125,6.9633133275523935,18.368650400098275,1032799,6282.0,0.6082500079880016,0.6343393092533999,Watch
172133,3153.0,14946.94682,SDN,Sudan,Northern,4.004972584,0.0,0.28,1.0,3153.0,,,,,,,,,,,,,,,,,,,,,,,,,17.425877589126003,80.09945168,0.0,,10.438,0.07,9.875,0.066,0.812,0.005,0.125,0.001,0.09875,0.066,0.01218,0.0075,0.003125,0.0025,0.190055,55.546875,0.3716268992295468,274.5,1.836495461509052,0.833203125,0.5574403488443201,9.6075,6.427734115281682,17.425877589126003,9956,,,0.4471793496073041,Advisory
172139,3159.0,19327.56952,SDN,Sudan,Northern,4.162059566,0.0,0.28,1.0,3159.0,3159.0,0.0,30.0,-9999.0,-9999.0,-9999.0,0.0,1.0,-999.9,-999.9,-999.9,-5997.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5997.4,8.192869480453009,83.24119132,0.0,,11.625,0.06,11.625,0.06,0.625,0.003,0.0,0.0,0.11625,0.06,0.009375,0.0045,0.0,0.0,0.190125,0.0,0.0,154.265625,0.7981636015580027,0.0,0.0,5.399296875,2.7935726054530097,8.192869480453009,400001,,,0.2371007160801511,Information
172150,3169.0,2494.839657,SDN,Sudan,Northern,4.069628235,0.0,0.28,1.0,3169.0,,,,,,,,,,,,,,,,,,,,,,,,,4.373631452744481,81.3925647,0.0,,2.438,0.098,2.438,0.098,0.25,0.01,0.0,0.0,0.02438,0.098,0.00375,0.015,0.0,0.0,0.1411299999999999,0.140625,0.0056366347870281,24.890625,0.9976843573039824,0.002109375,0.0084549521805421,0.871171875,3.4918952505639385,4.373631452744481,52625,,,0.0738130577303489,Information
172160,3170.0,29610.63529,SDN,Sudan,North Kurdufan,4.005885111,0.0,0.28,1.0,3170.0,,,,,,,,,,,,,,,,,,,,,,,,,0.7665742577757172,80.11770222000001,0.0,,8.375,0.028,8.375,0.028,0.812,0.003,3.625,0.012,0.08375,0.028,0.01218,0.0045,0.090625,0.03,0.249055,2.109375,0.0071237073414374,15.46875,0.0522405205038746,0.031640625,0.0106855610121561,0.54140625,0.1828418217635611,0.7665742577757172,587835,,,0.0005656586555005,Information
